gvkey,gvkeyx,from,thru,tic,co_conm,co_tic,co_cik
61409,3,20090226,20161002,I0003,DIAMOND OFFSHRE DRILLING INC,DO,949039
5709,3,20090304,,I0003,HORMEL FOODS CORP,HRL,48465
110179,3,20090304,,I0003,VENTAS INC,VTR,740260
7970,3,20090317,,I0003,EVERSOURCE ENERGY,ES,72741
28180,3,20090327,,I0003,O'REILLY AUTOMOTIVE INC,ORLY,898173
176404,3,20090330,20160517,I0003,TIME WARNER CABLE INC,TWC,1377013
20653,3,20090402,20150322,I0003,DENBURY RESOURCES INC,DNR,945764
142811,3,20090605,20170116,I0003,FMC TECHNOLOGIES INC,FTI.1,1135152
3905,3,20090609,20120930,I0003,ADTALEM GLOBAL EDUCATION INC,ATGE,730464
160256,3,20090630,20130430,I0003,METROPCS COMMUNICATIONS INC,PCS,
11399,3,20090701,,I0003,WESTERN DIGITAL CORP,WDC,106040
66446,3,20090701,,I0003,QUANTA SERVICES INC,PWR,1050915
122841,3,20090727,,I0003,RED HAT INC,RHT,1087423
4510,3,20090819,,I0003,FMC CORP,FMC,37785
183257,3,20090901,20150317,I0003,CAREFUSION CORP,CFN,1457543
12950,3,20090909,20160522,I0003,AIRGAS INC,ARG,804212
175404,3,20091016,20170319,I0003,FIRST SOLAR INC,FSLR,1274494
119314,3,20091106,,I0003,BOOKING HOLDINGS INC,BKNG,1075531
9248,3,20091221,,I0003,ROSS STORES INC,ROST,745732
179534,3,20091221,,I0003,VISA INC,V,1403161
165123,3,20091221,20130922,I0003,LEIDOS HOLDINGS INC,LDOS,1336920
3107,3,20091221,20140401,I0003,CLEVELAND-CLIFFS INC,CLF,764065
180833,3,20091221,20170618,I0003,MEAD JOHNSON NUTRITION CO,MJN,1452575
24925,3,20091223,,I0003,ROPER TECHNOLOGIES INC,ROP,882835
135990,3,20100129,,I0003,NRG ENERGY INC,NRG,1013871
29150,3,20100208,20170319,I0003,URBAN OUTFITTERS INC,URBN,912615
2176,3,20100216,,I0003,BERKSHIRE HATHAWAY,BRK.B,1067983
5581,3,20100301,,I0003,HELMERICH & PAYNE,HP,46765
164296,3,20100301,,I0003,DISCOVERY INC,DISCA,1437107
8151,3,20100315,,I0003,ONEOK INC,OKE,1039684
12850,3,20100430,,I0003,CERNER CORP,CERN,804753
64410,3,20100628,,I0003,CARMAX INC,KMX,1170010
154357,3,20100701,20150630,I0003,QEP RESOURCES INC,QEP,1108827
28034,3,20100715,,I0003,CHUBB LTD,CB,896159
10787,3,20100827,20160905,I0003,TYCO INTERNATIONAL PLC,TYC,1608109
5959,3,20101117,,I0003,INGERSOLL-RAND PLC,IR,1466258
29173,3,20101220,,I0003,NEWFIELD EXPLORATION CO,NFX,912750
121077,3,20101220,,I0003,F5 NETWORKS INC,FFIV,1048695
147579,3,20101220,,I0003,NETFLIX INC,NFLX,1065280
12485,3,20101220,20160623,I0003,ALTICE USA INC,ATUS,1702780
186106,3,20110104,20120524,I0003,MOTOROLA MOBILITY HLDGS INC,MMI.3,1495569
11925,3,20110118,20150719,I0003,NOBLE CORP PLC,NE,1458891
13003,3,20110228,20151007,I0003,JOY GLOBAL INC,JOY,801898
177264,3,20110301,20150126,I0003,COVIDIEN PLC,COV,1385187
133366,3,20110401,,I0003,EDWARDS LIFESCIENCES CORP,EW,1099800
124434,3,20110404,,I0003,BLACKROCK INC,BLK,1364742
165914,3,20110428,,I0003,CHIPOTLE MEXICAN GRILL INC,CMG,1058090
162448,3,20110602,20121001,I0003,ALPHA NATURAL RESOURCES INC,ANRZQ,1301063
186989,3,20110701,,I0003,MARATHON PETROLEUM CORP,MPC,1510295
143357,3,20110706,,I0003,ACCENTURE PLC,ACN,1467373
162129,3,20110926,,I0003,MOSAIC CO,MOS,1285785
177267,3,20111017,,I0003,TE CONNECTIVITY LTD,TEL,1385157
189491,3,20111101,,I0003,XYLEM INC,XYL,1524472
3497,3,20111123,20121202,I0003,COOPER INDUSTRIES PLC,CBE,1141982
1837,3,20111213,20160630,I0003,SOUTHERN CO GAS,SO7,1004155
24782,3,20111219,,I0003,PERRIGO CO PLC,PRGO,1585364
28742,3,20111219,,I0003,BORGWARNER INC,BWA,908255
31587,3,20111219,,I0003,DOLLAR TREE INC,DLTR,935703
199356,3,20111221,,I0003,TRIPADVISOR INC,TRIP,1526520
187128,3,20120103,20140323,I0003,WPX ENERGY INC,WPX,1518832
113490,3,20120314,,I0003,CROWN CASTLE INTL CORP,CCI,1051470
28118,3,20120404,20160104,I0003,FOSSIL GROUP INC,FOSL,883569
170841,3,20120501,,I0003,PHILLIPS 66,PSX,1534701
6310,3,20120525,,I0003,KINDER MORGAN INC,KMI,1506307
62263,3,20120525,,I0003,ALEXION PHARMACEUTICALS INC,ALXN,899866
6565,3,20120605,,I0003,LAM RESEARCH CORP,LRCX,707549
24316,3,20120629,,I0003,MONSTER BEVERAGE CORP,MNST,865752
150937,3,20120702,,I0003,SEAGATE TECHNOLOGY PLC,STX,1137789
2270,3,20120731,20160329,I0003,ENSCO PLC,ESV,314808
294524,3,20120905,,I0003,LYONDELLBASELL INDUSTRIES NV,LYB,1489393
8463,3,20121001,,I0003,PENTAIR PLC,PNR,77360
14438,3,20121001,20160502,I0003,ADT CORP,ADT.4,1546640
12978,3,20121002,20150702,I0003,KRAFT FOODS GROUP INC,KRFT,1545158
28648,3,20121005,20150311,I0003,PETSMART INC,PETM,863157
4016,3,20121203,,I0003,DOLLAR GENERAL CORP,DG,29534
141459,3,20121212,,I0003,GARMIN LTD,GRMN,1121788
118122,3,20121224,,I0003,APTIV PLC,APTV,1521332
16101,3,20130102,,I0003,ABBVIE INC,ABBV,1551152
8551,3,20130214,,I0003,PVH CORP,PVH,78239
23812,3,20130501,,I0003,REGENERON PHARMACEUTICALS,REGN,872589
29868,3,20130509,,I0003,MACERICH CO,MAC,912242
6335,3,20130524,,I0003,KANSAS CITY SOUTHERN,KSU,54480
5073,3,20130607,,I0003,GENERAL MOTORS CO,GM,1467858
13721,3,20130624,,I0003,ZOETIS INC,ZTS,1555280
18043,3,20130701,,I0003,NEWS CORP,NWSA,1564708
100873,3,20130709,,I0003,NIELSEN HOLDINGS PLC,NLSN,1492633
3851,3,20130911,,I0003,DELTA AIR LINES INC,DAL,27904
1598,3,20130923,,I0003,AMETEK INC,AME,1037868
24344,3,20130923,,I0003,VERTEX PHARMACEUTICALS INC,VRTX,875320
28338,3,20131029,20170725,I0003,TRANSOCEAN LTD,RIG,1451505
198058,3,20131113,,I0003,MICHAEL KORS HOLDINGS LTD,KORS,1530721
316056,3,20131202,,I0003,ALLEGION PLC,ALLE,1579241
28119,3,20131210,20180827,I0003,GGP INC,GGP,1496048
25119,3,20131223,,I0003,MOHAWK INDUSTRIES INC,MHK,851968
143974,3,20131223,,I0003,ALLIANCE DATA SYSTEMS CORP,ADS,1101215
170617,3,20131223,,I0003,FACEBOOK INC,FB,1326801
